jasc_code,title,ata_chapter,ata_chapter_title,definition,system_level,wiring_code,single_engine_piston,multi_engine_piston,turboprop,business_jet_transport_jet,rotorcraft,notes,source,source_last_updated,source_url
6230,Main Rotor Mast/Swashplate,62,Main Rotor,"The vertical shaft which supports the main rotor head. Typical parts are shaft, bearing, guide, mast, seal, swashplate, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6240,Main Rotor Indicating System,62,Main Rotor,"The system used to indicate the operation or activation of the main rotor. Includes lights, gauges, switches, wiring, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6297,Main Rotor System Wiring,62,Main Rotor,For reports indicating a problem with wiring specific to the Main Rotor System.,0,1,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6300,Main Rotor Drive System,63,Main Rotor Drive,For general reports of main rotor drive system with insufficient information to file in a more specific JASC sub-system code. Excessive use of this code should be avoided if possible.,1,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6310,Engine/Transmission Coupling,63,Main Rotor Drive,"The drive shaft between the engine and the main gearbox including the clutch and freewheel units (if applicable), and tilt rotor interconnect system. Typical parts are clutch, shaft, coupling, bearing, boot, seal, sync shaft, pulley, pulley bracket, belt, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6320,Main Rotor Gearbox,63,Main Rotor Drive,"The component which transmits engine power to rotary motion in the main rotor mast. Includes mechanical power take-off and accessory drives but does not include the accessories such as hydraulic pumps and alternators. Includes gearbox lubricating system. Typical parts are gearbox, case, shaft, gear, pump, seal, sun gear, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6321,Main Rotor Brake,63,Main Rotor Drive,"The system which reduces rundown time or stops rotor rotation during engine power off conditions. Typical parts are brake, caliper, lining, seal, check valve, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6322,Rotorcraft Cooling Fan System,63,Main Rotor Drive,"The component which provides a cooling air flow to the rotorcraft piston engine cylinders, oil coolers, etc. Typical parts are fan, shroud, blade, impeller, duct, drive belt, stator, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6330,Main Rotor Transmission Mount,63,Main Rotor Drive,"The suspension system for the transmission mounting in airframe. Typical parts are suspension bars, isolation mount, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6340,Rotor Drive Indicating System,63,Main Rotor Drive,"The indicators, sensors/transmitters and associated systems which indicate operation or activation of rotor systems. Typical parts are tachometer, transmitter, circuit breaker, wiring harness, light, switch, indicator, needle, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6397,Main Rotor Drive System Wiring,63,Main Rotor Drive,For reports indicating a problem with wiring specific to the Main Rotor Drive System.,0,1,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6400,Tail Rotor System,64,Tail Rotor,For general reports of the rotorcraft tail rotor system reported with insufficient information to file in a more specific tail rotor system. Avoid excessive use of this code if possible.,1,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6410,Tail Rotor Blades,64,Tail Rotor,"For reports of defective tail rotor blades including heating mats for anti-icing but not the anti-icing system in JASC code 3060. Also includes attachment to rotor head. Typical parts are blade, attach bolt, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6420,Tail Rotor Head,64,Tail Rotor,"The rotating assembly which supports the tail rotor blades. Does not include the controlling aspects which are filed in JASC code 6720. Typical parts are trunnion, fairing, damper plate, shaft, hub, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6440,Tail Rotor Indicating System,64,Tail Rotor,"The indicators, sensors, transmitters, and associated systems which indicates operation or activation of the tail rotor system.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6497,Tail Rotor System Wiring,64,Tail Rotor,For reports indicating a problem with wiring specific to the Tail Rotor System.,0,1,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6500,Tail Rotor Drive System,65,Tail Rotor Drive,For general reports of the tail rotor drive system reported with insufficient information to file in a more specific tail rotor drive system. Avoid excessive use of this code if possible.,1,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6510,Tail Rotor Drive Shaft,65,Tail Rotor Drive,"The shafts, flexible couplings and bearings, etc., from the main rotor transmission to the tail rotor assembly. Typical parts shaft, coupling, bearing, hanger, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6520,Tail Rotor Gearbox,65,Tail Rotor Drive,"The gearboxes which transmit engine power to the tail rotor. Includes intermediate gearboxes. Typical parts are case, seal, box, gear, spider gear, gearbox cowling and fairing, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6540,Tail Rotor Drive Indicating System,65,Tail Rotor Drive,"The indicators, sensors, transmitters, and associated systems which indicates operation or activation of the tail rotor drive system.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6597,Tail Rotor Drive System Wiring,65,Tail Rotor Drive,For reports indicating a problem with wiring specific to the Tail Rotor Drive System.,0,1,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6700,Rotorcraft Flight Control,67,Rotors Flight Control,For general reports of rotorcraft control systems with insufficient information to file in a more specific 6700 JASC series code; or for reports which affect both main and tail rotor control systems. Avoid excessive use of this code if possible.,1,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6710,Main Rotor Control,67,Rotors Flight Control,"The system components and parts other than the servo control system which control and indicates the attitude or the angle of attack of the main rotor blades. Typical parts are collective pitch lever, cyclic pitch stick, coupling and mixing units, and position indicators, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6711,Tilt Rotor Flight Control,67,Rotors Flight Control,The system components and parts of the tilt rotor control system which controls the attitude of the aircraft by rotating the dual main rotor assembly through a 90-degree position. The zero or vertical position allows vertical takeoff and landing of the aircraft.,0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6720,Tail Rotor Control System,67,Rotors Flight Control,"The components and system parts which control movement about the vertical axis. The directional control may be accomplished by changing the tail rotor blade angle, or by directed compressed air (i.e., NOTAR systems). Includes tail rotor control pedals, cables, rods, bellcranks, associated support brackets, compressed air ducts, valves, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6730,Rotorcraft Servo System,67,Rotors Flight Control,"The system which ensures distribution of mechanical or electrical power to the rotor servo-control system. Includes systems used to monitor and indicate operation of the servo control system. Typical parts are pressure relief valves, electro valves, check valves, accumulators, etc.",0,0,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
6797,Rotors Flight Control System Wiring,67,Rotors Flight Control,For reports indicating a problem with wiring specific to the Rotors Flight Control System. POWERPLANT SYSTEMS,0,1,0,0,0,0,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7100,Powerplant System,71,Powerplant,For general reports concerning the powerplant package. Avoid the use of this code if enough information is provided to file in a more specific JASC 7100 series code.,1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7110,Engine Cowling System,71,Powerplant,"The enclosure which houses engines for drag reducing and cooling. Includes attachment, structure and access doors. Does not include engine cylinder baffles of fire seals. Typical parts are latch, fastener, lockpin, hook, skin, nose cap, stud, access door, hinge, hinge pin, rivet, bracket, stiffener, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7111,Engine Cowl Flaps,71,Powerplant,"The flaps mounted in engine cowling for increased cooling air flow. Also includes the component which electrically or hydraulically actuates the cowl flaps. Typical parts are actuator, piston, seal, hinge bracket, skin, doubler, rod, rod end, lever, rivet, bolt, and flap, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7112,Engine Air Baffle Section,71,Powerplant,"For reports of baffles which direct cooling air flow to the engine cylinders and accessories. Does not include cylinder baffles certificated with the engine which are filed in JASC code 8530. Typical parts are baffle, shield, bracket, shroud, cooling ducts for starters, and generators, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7120,Engine Mount Section,71,Powerplant,"The structural framework which supports the engine on the nacelle, firewall or pylon. Typical parts are mount, bracket, fitting, shock mount, bolt, isolator, hanger, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7130,Engine Fireseals,71,Powerplant,"The fire-resistant partitions and seals mounted on or about the power package to isolate areas subject to fire. Does not include firewalls which are filed in JASC code 5412. Typical parts are shroud, bracket, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7160,Engine Air Intake System,71,Powerplant,"The portion of the powerplant system which directs airflow to the engine. Does not include integral structure with the airframe, which shall be included in the applicable structures JASC chapter. Typical parts are carburetor air heat doors, alternate air doors, linkages, controls, filter element, ducts, hose, air box, latch, seals, nose ring cowls, scoops, compressor fan cowls, compressor fan case, buried engine ducts, vortex generators, actuators, control handles, cables, wiring, plumbing, doors, warning systems, position indicators, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7170,Engine Drains,71,Powerplant,"The components and manifold assemblies which are used to drain off excess fluids from the powerplant and its accessories. Includes components that are integral parts of, or fitted to the powerplant cowling. Typical parts are drain line, manifold, flame arrestors, support brackets, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7197,Powerplant System Wiring,71,Powerplant,For reports indicating a problem with wiring specific to the Powerplant System.,0,1,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7200,Engine (Turbine/Turboprop),72,Turbine/turboprop Engine,"The units and components which are used to induce and convert fuel-air mixture into power, and transmit power to the propeller shaft (if any) and accessory drives. Full identification of the powerplant is required in all reports in JASC series codes 7200 through 8300 to increase the usability of the reports. Use this code for general reports concerning engine problems reported with insufficient information to file in a more specific JASC code. Includes reports pertaining to bird strikes to engines/cowling.",1,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7210,Turbine Engine Reduction Gear,72,Turbine/turboprop Engine,"For reports pertaining to reduction gears, combining gearboxes, propeller drive shafts, and helicopter rotor shafts, which are used to transfer power from turboprop and turboshaft engines, to the propeller or helicopter rotor. Do not use this code for accessory devices attached to reduction gearboxes. Typical parts are shaft, gear, bearing, case, torque piston, transfer tube, chip detector, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7220,Turbine Engine Air Inlet Section,72,Turbine/turboprop Engine,"The engine section through which air enters the compressor section. Typical parts are inlet case, inlet cone, inlet screen, guide vane, inlet scroll, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7230,Turbine Engine Compressor Section,72,Turbine/turboprop Engine,"The engine section where incoming air is compressed. Includes the operation of variable stator blades, linkage to the various valves and sense lines. Typical parts are case, the rotating portion of the compressor, lines, fan blades, disc, bearing, seal, mount, carbon seal, disc tie bolts, shaft, static and variable stator blades, linkage, actuator, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7240,Turbine Engine Combustion Section,72,Turbine/turboprop Engine,"The engine section in which fuel and air are mixed and burned. Typical parts are case, burner can, liner, vane ring, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7250,Turbine Section,72,Turbine/turboprop Engine,"The engine section which contains the turbine disc and associated nozzles and cases. Typical parts are case, disc, blade, nozzle, bearing, bearing cover, power turbine, shaft, tie bolts, seals, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7260,Turbine Engine Accessory Drive,72,Turbine/turboprop Engine,"The engine mounted gearbox which provides mechanical power takeoffs to drive accessories such as pumps, generators, chip detectors. Does not include the remote gearboxes which are filed in JASC code 8300.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7261,Turbine Engine Oil System,72,Turbine/turboprop Engine,"The system components and parts which provide lubricating oil pressure, circulation and scavenging throughout the engine. Does not include externally mounted storage tanks filed in JASC code 7910, coolers in JASC code 7921, or connecting lines in JASC code 7920. Typical parts are relief valve, fitting, seal, pump, screen, filter, seal, check valve, element, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7270,Turbine Engine Bypass Section,72,Turbine/turboprop Engine,"For the non-rotating portion of engine air flow ducting for the prime purpose of adding to engine thrust of turbo-jet engines. Does not include the rotating components such as blades. Typical parts are duct, skin, duct segment, etc.",0,0,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7297,Turbine Engine System Wiring,72,Turbine/turboprop Engine,For reports indicating a problem with wiring specific to the Turbine Engine System.,0,1,0,0,1,1,0,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7300,Engine Fuel and Control,73,Engine Fuel and Control,For general reports of turbine or reciprocating engine fuel systems with insufficient information to file in a more specific JASC 7300 series code.,1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7310,Engine Fuel Distribution,73,Engine Fuel and Control,"For components and parts of the engine fuel system from the main quick disconnect fitting or airframe fuel system strainer to the fuel control unit. Does not include the controlling or metering aspects filed in JASC code 7322, or the primer systems in JASC code 2820 on reciprocating engines, or the engine fuel pumps, fuel heater, cooler, divider, or injector nozzle (turbine and piston engines). Typical parts are supply lines, hoses, fuel, filters on turbine engines, shutoff and solenoid valves, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7311,Engine Fuel/Oil Cooler,73,Engine Fuel and Control,The unit in which aircraft fuel flows to cool the turbine engine lubricating oil. Does not include the connecting lines.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7312,Fuel Heater,73,Engine Fuel and Control,The unit which heats fuel flowing to the engine to prevent freezing of entrapped water. Does not include connecting lines or the heat source.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7313,Fuel Injector Nozzle,73,Engine Fuel and Control,The unit which injects metered fuel into piston engine cylinders and burner cans in turbine engines.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7314,Engine Fuel Pump,73,Engine Fuel and Control,"For reports pertaining to engine fuel pumps. Typical parts are housing, spring, rocker, pump, diaphragm, shaft, seal, relief valve, regulator, coupling, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7320,Fuel Controlling System,73,Engine Fuel and Control,"The system components or parts other than the fuel control, amplifier, computer, carburetor and indication systems which control and deliver metered fuel/air to engine cylinders or turbine engine burner cans. Typical parts are sense line, power and drain valve (P & D valve), drain valve, carburetor inlet temperature sensor, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7321,Fuel Control/Turbine Engines,73,Engine Fuel and Control,"The components which electronically control metered fuel flow under infinite temperature, altitude, and barometric pressure conditions. This code is also to be used for turbine engines which utilize electronic and non-electronic fuel controls. Typical parts are computer, amplifier, sync box, CIT sensor, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7322,Fuel Control/Reciprocating Engines,73,Engine Fuel and Control,"The component which meters fuel/air mixture for engine combustion on reciprocating engines. This code is to be used for fuel injection systems, carburetor systems or other mechanical fuel metering devices reciprocating engine. The typical parts are carburetor, fuel injector, float, diaphragm, bellows, shaft, venturi, control arm, throttle body, servo, discharge tube, bushing, needle, seat, accelerator pump, pin, bearings, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7323,Turbine Governor,73,Engine Fuel and Control,"The component which controls the RPM of turbine engines. Typical parts are governor, shaft, overspeed limiter, topping governor, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7324,Fuel Divider,73,Engine Fuel and Control,The unit in metered fuel lines which directs fuel to individual cylinders or burner cans.,0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7330,Engine Fuel Indicating System,73,Engine Fuel and Control,"For reports of fuel temperature, flow rate, or pressure indicating and warning systems other than the indicators, sensors, and transmitters. Typical parts are line, hose, lamp, bulb, wiring harness, circuit breaker, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7331,Fuel Flow Indicating,73,Engine Fuel and Control,"The instrument which indicates the flow rate of metered fuel to the engine. Does not include the transmitter. Typical parts are indicator, power supply, needle, dial, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7332,Fuel Pressure Indicating,73,Engine Fuel and Control,"The instrument which indicates the pressure of fuel at the fuel control/carburetor as provided by the engine driven or motor driven pumps. Includes the pressure warning indicating lamps. Typical parts are indicator, bourdon tube, diaphragm, needle, case, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7333,Fuel Flow Sensor,73,Engine Fuel and Control,"The unit and associated circuitry and parts which senses and transmits the rate of fuel flow to the cockpit indicator. Typical parts are transmitter, sensor, fitting, connector, transducer, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7334,Fuel Pressure Sensor,73,Engine Fuel and Control,"The units which sense and transmit to the cockpit indicator or indicator lamps, the pressure of fuel available at the engine fuel control/carburetor. Includes pressure switch and circuitry for warning indication. Typical parts are transducer, transmitter, switch, etc.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7397,Engine Fuel System Wiring,73,Engine Fuel and Control,For reports indicating a problem with wiring specific to the Engine Fuel System.,0,1,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7400,Ignition System,74,Ignition,For general reports of ignition problems with insufficient information to file in a more specific JASC 7400 series code.,1,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7410,Ignition Power Supply,74,Ignition,"The units and components which generate, control, furnish or distribute an electrical current to ignite the fuel air mixture in cylinders of reciprocating engines or in the combustion chambers or thrust augmentors of turbine engines.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7411,Low Tension Coil,74,Ignition,"For reports of magneto coils used on select engines such as the Pratt & Whitney (PWA), Model R2800, to generate a low tension voltage to high tension voltage coil mounted at each engine cylinder. Not generally used on modern light aircraft reciprocating engines.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
7412,Exciter,74,Ignition,"The unit used with turbine engine ignition systems for starting engines. Typical parts are exciter box, bracket, relay. The component make and model should be included.",0,0,1,1,1,1,1,Heuristic applicability; confirm against aircraft IPC/AMM/maintenance manual.,FAA Joint Aircraft System/Component Code Table and Definitions,2008-10-27,https://sdrs.faa.gov/documents/JASC_Code.pdf
